source,interaction,target
CASP3,inhibits,CTNNB1
CASP3,inhibits,EIF2A
BIRC5,inhibits,CASP9
CASP3,inhibits,GORASP1
PRKN,inhibits,VDAC1
EGFR,activates,GRB2
CASP3,activates,ROCK1
TRAF6,activates,TAB2
TAB1,activates,MAP3K7
BIRC3,inhibits,CASP9
BIRC6,inhibits,CASP3
PINK1,activates,BECN1
WDFY3,activates,ATG12
CASP3,activates,CASP7
TAB2,activates,MAP3K7
MAP3K5,activates,DAXX
FAS,activates,DAXX
WDFY3,activates,SQSTM1
BCL2L2,inhibits,BAK1
CASP7,inhibits,PARP1
CASP3,inhibits,DFFA
EGF,activates,EGFR
BCL2L2,inhibits,BAX
VMP1,activates,BECN1
TRAF2,activates,MAP3K5
BIRC6,inhibits,CASP7
RPS6KA3,inhibits,TSC2
RPS6KA1,inhibits,TSC2
MAPK3,inhibits,TSC2
ATG7,activates,ATG5
PRKACA,inhibits,MAP1LC3B
IL1A,activates,IL1R1
BECN1,activates,AMBRA1
RAB7A,activates,FYCO1
TRAF2,activates,IKBKB
TP53,activates,FASLG
DAP3,activates,CYCS
SUPT20H,activates,ATG9A
EIF4G2,activates,XIAP
RAB33B,activates,ATG16L1
EIF4G2,activates,BIRC2
BAK1,activates,HTRA2
BAX,activates,ENDOG
EIF4G2,activates,APAF1
CASP2,inhibits,GOLGA3
CASP6,inhibits,LMNA
BAK1,activates,ENDOG
CISD2,activates,BCL2
BID,inhibits,BCL2L2
BAD,inhibits,BCL2L2
BBC3,inhibits,BCL2L2
BCL2L11,inhibits,BCL2L2
BCL2L11,inhibits,BCL2
BID,inhibits,BCL2L1
BCL2L11,inhibits,BCL2L1
BCL2,inhibits,BAK1
BCL2L11,activates,BAK1
BCL2L1,inhibits,BAK1
TP53,activates,BCL6
BCL6,inhibits,TP53
SP1,activates,GDF15
TP53,inhibits,RAD51
PIDD1,activates,RIPK1
PIDD1,activates,CRADD
CRADD,activates,RIPK1
CRADD,activates,CASP2
CASP2,activates,TRAF2
TRAF2,activates,RIPK1
TRADD,activates,RIPK1
TP53,activates,HIC1
TP53,inhibits,HSP90AB1
TP53,inhibits,HSPA8
TP53,inhibits,LGALS3
TP53,activates,LIF
TP53,inhibits,MAD1L1
TP53,activates,RNF144B
TP53,activates,IGFBP3
TP53,activates,IRF5
TP53,activates,KRT8
HMGB1,inhibits,BECN1
BECN1,activates,HMGB1
CDK1,inhibits,PIK3C3
MCL1,inhibits,BECN1
CDK5,inhibits,PIK3C3
TNFAIP3,inhibits,BECN1
TRAF6,activates,BECN1
DYNLL1,inhibits,AMBRA1
ULK1,inhibits,DYNLL1
ULK1,activates,AMBRA1
MAPK1,activates,RPTOR
ULK1,activates,DAPK3
FBXO5,inhibits,ANAPC11
PIN1,activates,FBXO5
PLK1,inhibits,FBXO5
CDK1,inhibits,FBXO5
BTRC,inhibits,FBXO5
BCL6,inhibits,ZBTB17
BCL6,inhibits,ATR
ZBTB17,inhibits,CDKN1A
UBE2M,activates,CUL2
OS9,activates,EGLN1
OS9,activates,EGLN3
EGLN1,activates,HIF1A
EGLN3,inhibits,HIF1A
EGLN2,inhibits,HIF1A
VHL,inhibits,HIF1A
RUNX3,activates,CD4
MYB,activates,GATA3
BRCA1,activates,PALB2
PALB2,activates,BRCA1
RUNX1,activates,CD4
EP300,activates,MYB
CREBBP,activates,MYB
MYB,activates,COL1A2
MYB,activates,COL1A1
PAXIP1,activates,ATM
NLK,inhibits,MYB
PIN1,activates,BCL6
TP53BP1,activates,PAXIP1
PAXIP1,activates,TP53BP1
PER1,activates,ATM
TIMELESS,activates,ATR
STAT1,activates,MDC1
SSBP1,activates,TP53
GSK3B,activates,MDM2
SIRT1,inhibits,PER2
RORA,activates,ARNTL
RORB,activates,ARNTL
RORC,activates,ARNTL
PARP1,activates,HIF1A
NR1D1,inhibits,ARNTL
PER1,inhibits,ARNTL
PER2,inhibits,ARNTL
NR1D2,inhibits,ARNTL
PER3,inhibits,ARNTL
CAND1,inhibits,CUL1
UBE2M,activates,CUL1
GLRX,activates,ACTA1
GAPDH,inhibits,EDN1
SMAD2,activates,GNRHR
SMAD3,activates,GNRHR
JUN,activates,PTGS2
GLRX,inhibits,GAPDH
SMAD4,activates,GNRHR
NR5A1,activates,GNRHR
GLRX,activates,IRF3
DKK1,activates,LRP6
SIRT6,inhibits,RELA
DKK1,inhibits,LRP5
WNT5A,activates,FZD5
COPS5,activates,MYC
COPS5,activates,HIF1A
COPS5,activates,MDM2
COPS5,activates,JUN
COPS5,inhibits,CDKN1B
NKRF,inhibits,NFKB2
NKRF,inhibits,NFKB1
NKRF,inhibits,RELA
NKRF,inhibits,REL
TWIST1,inhibits,TIMP1
TWIST1,inhibits,CDH1
TWIST1,inhibits,RELA
AKT2,activates,TWIST1
FRAT1,activates,GSK3B
FRAT2,inhibits,GSK3B
CSNK2A1,activates,CTNNB1
ATM,activates,UPF1
ATM,activates,TRAF6
ATM,inhibits,RPA1
KAT5,activates,AR
KAT5,activates,MYC
PML,activates,KAT5
PPP5C,activates,ATM
MIR22HG,inhibits,MYCBP
MTNR1A,activates,GNAQ
MTNR1A,activates,GNAI3
CDK11A,inhibits,EIF3F
CDK11B,inhibits,EIF3F
DDB2,inhibits,CDKN1A
PPM1D,inhibits,H2AFX
ABL1,inhibits,TERT
TP53,inhibits,MIR17HG
PRKACA,activates,HIST1H3D
SMARCB1,activates,MYC
RB1,activates,HIF1A
HDAC3,activates,TRIM28
TRIM28,inhibits,STAT3
TRIM28,activates,TBL1XR1
RB1,inhibits,E2F1
E2F1,activates,PTTG1
KLF6,inhibits,PTTG1
E2F6,inhibits,UXT
NSMCE2,activates,TERF1
NSMCE2,activates,TERF2IP
NSMCE2,activates,TERF2
NSMCE2,activates,TINF2
CDC73,inhibits,MYC
GSK3B,inhibits,FOSL1
AURKA,activates,HDAC6
HDAC6,activates,HSP90B1
EP300,inhibits,HDAC6
HDAC6,activates,CTTN
HDAC6,inhibits,TUBA4B
KDM4A,activates,AR
KDM4A,activates,HIST1H1E
TRIM8,inhibits,SOCS1
RECQL5,inhibits,RAD51
MARCH5,activates,DDX58
ZBTB4,inhibits,CDKN1A
DDX5,activates,TP53
DTX3L,activates,HIST1H4E
DDX5,activates,HDAC1
IKBKE,inhibits,NFKBIA
NFKBIZ,inhibits,STAT3
GATA3,activates,IL10
ATF1,activates,IL10
JAK1,activates,STAT3
KDM5D,inhibits,HIST1H3D
KDM5B,inhibits,HIST1H3D
KDM5C,inhibits,HIST1H3D
ASH1L,activates,HIST1H3D
KDM5A,inhibits,HIST1H3D
PLK1,inhibits,PKMYT1
CHUK,activates,NFKB2
TNFSF14,activates,LTBR
MAP3K14,activates,RCAN1
MAP3K14,activates,RELA
CD40LG,activates,CD40
TNFSF13B,activates,MAP3K14
LTA,activates,TNFRSF1A
LTB,activates,LTBR
LTBR,activates,MAP3K14
MAP3K14,activates,STAT3
BCL3,activates,NFKB2
STAT3,activates,JUNB
BCL3,activates,NFKB1
STAT3,activates,KLF4
STAT3,activates,EGR1
STAT3,activates,GMCL1
STAT3,activates,PIM1
STAT3,activates,PRDM1
CDK2,inhibits,FOXO1
FOXO3,inhibits,BCL2L11
EP300,activates,TP53
CTNNB1,activates,FOXO1
NRG1,activates,ERBB2
CD40,activates,TRAF2
ERBB3,activates,GRB7
FOXO1,activates,KLF4
AKT1,activates,FOXO3
AKT1,activates,FOXO4
FOXO3,activates,SCP2
FOXO1,activates,G6PC
SKP2,activates,FOXO1
NFKB1,activates,CREBBP
USP7,activates,FOXO1
SIRT1,activates,FOXO1
KL,inhibits,INSR
CREBBP,activates,RELB
NR1I2,activates,FOXO1
FOXO1,activates,NR1I2
KL,inhibits,IGF1R
CTNNB1,activates,FOXO4
CTNNB1,activates,FOXO3
EP300,activates,HIST1H3D
AKT1,activates,EP300
CHUK,activates,CREBBP
NOLC1,inhibits,CSNK2A1
ULK1,activates,BECN1
BECN1,activates,PIK3C3
BAK1,activates,BAX
PRMT5,inhibits,HIST1H4E
APC2,activates,CTNNB1
PRMT5,inhibits,H2AFZ
HDAC2,inhibits,H2AFZ
HDAC2,inhibits,HIST1H2BJ
MST1,inhibits,HIST1H2BJ
SIRT1,activates,SUV39H1
HDAC2,inhibits,HIST1H3D
SIAH1,inhibits,CTNNB1
HDAC2,inhibits,HIST1H4E
USP22,activates,H2AFZ
H2AFX,activates,TP53BP1
TRAF2,activates,MAP3K7
HSPB1,activates,SP1
HSPB1,activates,UBE2N
PRKD1,activates,HSPB1
GSK3A,activates,LRP6
SETD7,activates,TAF10
SETD7,activates,TP53
DFFA,inhibits,DFFB
RCOR1,activates,KDM1A
NKIRAS1,activates,NFKBIA
PTEN,activates,E2F1
E2F1,activates,RAD51
BACH1,inhibits,NFE2L2
BACH1,inhibits,NQO1
NKIRAS2,activates,NFKBIB
GSK3B,inhibits,CTNNB1
TP53,activates,SIAH1
MAPK3,inhibits,BCL2L11
MAPK1,inhibits,BCL2L11
DDIT3,activates,BCL2L11
DDIT3,activates,ITGAM
DDIT3,activates,FOSL1
CASP8,activates,CASP7
CASP8,activates,BID
NGF,activates,NTRK1
CEBPB,activates,RUNX2
CASP9,activates,CASP7
MAPK3,activates,CEBPB
MAPK1,activates,CEBPB
ACAA2,inhibits,BNIP3
BNIP3,inhibits,RHEB
BMI1,inhibits,CDKN2A
CSNK1A1,activates,CREB1
ATR,activates,UPF1
BAD,inhibits,BCL2L1
ING1,activates,CDKN1A
ATM,activates,SRSF1
ATM,activates,NABP2
KDM3A,activates,AR
FADD,activates,CASP10
CFLAR,inhibits,FADD
CASP3,activates,CASP6
FOXO3,activates,FASLG
SIRT1,activates,FOXO3
FOXO3,activates,CDKN1B
FOXO3,activates,GADD45A
ATM,activates,FBXO31
PRMT5,activates,HIST1H3D
BAD,inhibits,BCL2
BCL2,inhibits,BAX
BCL2L1,inhibits,BAX
STAT6,activates,RETNLB
STAT6,activates,CLEC7A
STAT6,activates,CHIA
IL4R,activates,JAK1
RPS6KA4,activates,FOS
IL4,activates,IL4R
USP17L2,activates,CDC25A
IL4R,activates,JAK3
NEK11,inhibits,CDC25A
IL3RA,activates,JAK2
AKT1,activates,SMARCC1
PDPK1,activates,PRKCA
STAT6,activates,THY1
STAT6,activates,NFIL3
STAT1,activates,FASLG
PIAS4,inhibits,STAT1
PCNA,activates,DNMT1
STAT1,activates,IRGC
STAT6,activates,GATA3
MAPK3,activates,RPS6KA5
FOXO3,activates,PINK1
IKBKB,inhibits,NFKB1
MAP3K8,activates,MAP2K1
MAP3K8,activates,MAP2K2
KMT5B,activates,HIST3H3
BTK,inhibits,TIRAP
KMT5C,activates,HIST1H4E
MAP3K8,activates,MAP2K3
SIRT7,activates,POLR1B
PDK1,activates,SGK1
SGK1,inhibits,FOXO1
MTNR1A,activates,MAPK1
KAT5,activates,TP53
MDM2,inhibits,KAT5
CDK1,activates,KAT5
EIF2AK2,inhibits,EIF2S1
EIF2AK4,inhibits,EIF2S1
DDX58,activates,MAVS
TBK1,activates,IRF3
EIF2AK1,inhibits,EIF2S1
MAPK8,activates,JUN
CAPN1,activates,ATG5
HSPA5,inhibits,ERN2
HSPA5,inhibits,EIF2AK3
EIF2AK3,activates,NFE2L2
EIF2AK3,activates,BIRC3
EIF2AK3,activates,BIRC2
EIF2AK3,activates,SLC7A1
EIF2AK3,activates,ATF4
MAP2K6,activates,MAPK11
CDK5RAP3,activates,CDK1
CDK5RAP3,inhibits,CHEK1
HSPA5,inhibits,ERN1
SIRT1,activates,NBN
TIMD4,activates,HAVCR1
HSPA5,inhibits,ATF6
JAK2,activates,GHR
PRLR,activates,JAK2
LEPR,activates,JAK2
IL5RA,activates,JAK2
FOS,activates,NFAT5
JUN,activates,NFAT5
NFAT5,activates,GBGT1
PIAS4,activates,IKBKG
SOCS3,activates,CSF3R
PARP1,activates,PIAS4
SOCS3,inhibits,LIFR
SOCS3,inhibits,IL6R
CREB1,activates,CRTC2
CRTC2,activates,CREB1
CREB1,activates,CREBBP
PRKN,inhibits,SYT11
PRKN,inhibits,GPR37
PRKN,inhibits,AIMP2
CAPN2,activates,ATG5
BAG2,activates,STUB1
CSNK1E,activates,DVL1
CSNK1D,activates,PER2
AKT1,inhibits,ZFP36L1
IRF1,activates,TNFSF10
IRF1,activates,CASP8
PARP1,activates,CHD1L
IRF1,activates,HIST1H2BD
IRF1,activates,PCNA
KAT5,activates,HIST1H3D
KAT5,activates,H2AFZ
KAT5,activates,HIST1H4E
SIRT1,inhibits,KAT5
RPS6KA4,activates,CREB1
CREBBP,activates,HIST1H3D
EP300,activates,HIST1H2BJ
EP300,activates,H2AFZ
EHMT2,inhibits,HIST1H3D
EHMT1,inhibits,HIST1H3D
SETDB1,inhibits,HIST1H3D
KAT6A,activates,HIST1H3D
EHMT2,activates,DNMT3B
EHMT2,activates,DNMT3A
JARID2,activates,EHMT1
EHMT1,activates,CCND1
KDM6A,activates,HIST1H3D
KDM6B,activates,HIST1H3D
KDM6A,activates,RB1
TRDMT1,inhibits,CCPG1
KDM1A,activates,HIST1H3D
UHRF1,activates,DNMT1
TRIM28,activates,STAT1
H2AFX,activates,KAT2A
HDAC1,activates,TRIM28
HDAC2,activates,STAT3
KAT2A,activates,HIST1H3D
MEN1,activates,KMT2A
MEN1,activates,HOXC6
MEN1,activates,HOXC8
PHF8,activates,HIST1H3D
SETD1A,activates,HIST1H3D
SETD1B,activates,HIST1H3D
KMT2A,activates,HIST1H3D
GZMA,inhibits,SET
SIRT1,inhibits,RELA
GZMA,activates,IL1B
SET,inhibits,NME1
SIRT1,inhibits,RELB
SIRT1,activates,NFKBIA
GZMB,activates,TUBA4B
MEN1,activates,HOXC9
PRMT6,inhibits,HIST1H3D
DZIP3,inhibits,H2AFZ
BMI1,activates,RNF2
MEN1,inhibits,TERT
STAT1,inhibits,CREBBP
CREBBP,activates,MMP9
FOXO1,activates,TRIM63
SIRT6,activates,HIST1H3D
GZMA,inhibits,APEX1
GZMA,inhibits,HMGB2
STAT1,activates,IRF8
IL10,inhibits,NFKB1
EP300,inhibits,RECQL4
PAF1,activates,SUV39H1
JAK2,activates,HIST1H3D
USP16,activates,H2AFZ
PHF1,activates,SUZ12
HELLS,activates,DNMT3L
HELLS,activates,DNMT1
HELLS,inhibits,HOXC8
HELLS,inhibits,HOXC6
HSPB1,inhibits,AR
HIF1A,activates,BNIP3
SP1,activates,BNIP3L
TGFA,activates,EGFR
DZIP3,inhibits,SSRP1
PRKCA,activates,MAPK1
PRKCA,activates,MAPK3
GLRX,activates,IKBKB
EP300,inhibits,BCL6
SRC,activates,EGFR
CYLD,inhibits,IKBKG
HOXA10,activates,FOXO1
AR,inhibits,FOXO1
FOXO1,inhibits,AR
AR,inhibits,FOXO3
CEBPB,activates,FOXO1
FOXO1,activates,IGFBP1
PRKDC,activates,TRIM28
ATM,activates,AVEN
MAPK11,activates,ATF2
PPARA,inhibits,FOXO1
PPM1D,activates,MDM2
SLC2A4RG,activates,MEF2A
PPARA,activates,LPL
FOXO1,inhibits,PPARG
MEF2A,activates,SLC2A4
FOXO1,inhibits,NCOR2
FOXO1,activates,MAML1
BIRC2,activates,IKBKG
MTOR,activates,RPS6KB1
GSK3B,activates,MAP3K1
INSIG1,inhibits,SERBP1
DUSP22,inhibits,MAPK10
ITCH,inhibits,CFLAR
TXN,activates,NFKB1
APEX1,activates,FOSL1
PRMT1,activates,MRE11
BLM,activates,FANCD2
FAAP24,activates,FANCM
PLK1,activates,STAG2
PLK1,activates,RAD21
WAPL,inhibits,RAD21
MCPH1,activates,SMARCC2
ATR,activates,SMARCC2
GRB2,activates,SOS1
FANCC,activates,BLM
HMGN1,activates,ATM
KAT2B,activates,EP300
E2F1,activates,DTL
FANCL,activates,FANCD2
FANCL,activates,FANCI
CREBBP,activates,KAT2B
KAT2B,activates,CREBBP
CREBBP,activates,WRN
NAP1L1,activates,HIST1H2BJ
PCNA,activates,CHAF1B
PARP1,inhibits,KDM5B
EP300,activates,WRN
SIRT1,inhibits,WRN
HDAC1,inhibits,TP53
ADRM1,activates,UCHL5
SIRT1,activates,XRCC6
AURKA,activates,BRCA1
ATM,activates,ATF2
EP300,activates,DDX17
MAT1A,inhibits,ESR1
MAT1A,inhibits,BRCA1
MTA1,inhibits,ESR1
MTA1,inhibits,BRCA1
NEDD8,activates,CUL2
RPS6KA4,activates,RELA
ACTL6A,activates,ATM
PDPK1,activates,AKT1
CEP85,activates,MCM2
CDC7,activates,MCM2
UBE2I,activates,TRIM28
PPP1CA,activates,TRIM28
SENP1,inhibits,TRIM28
EP300,activates,DDX5
EP300,activates,H2AFX
EP300,activates,HIST1H4E
HDAC10,inhibits,TRIM28
EP300,activates,PARP1
SUMO1,inhibits,PARP1
SUMO3,inhibits,PARP1
ZNF350,activates,TRIM28
EP300,activates,CTNNB1
CSNK1A1,inhibits,LEF1
EP400,inhibits,KAT5
RNF2,inhibits,H2AFZ
EP400,activates,FANCA
EP400,activates,HSPA1B
EP400,inhibits,CDKN1A
EP300,activates,TDG
CHD8,inhibits,CTNNB1
CSNK1A1,inhibits,PHLPP1
CSNK1A1,inhibits,IFNAR1
CSNK1A1,activates,AXIN1
CSNK1A1,activates,HNRNPC
FBXO31,inhibits,CCND1
PRKDC,activates,HNRNPU
ATRIP,activates,BRCA1
NCOR2,inhibits,PPARG
NCOR1,inhibits,PPARG
PPARG,activates,SORBS1
SIRT1,activates,NCOR2
SIRT1,activates,NCOR1
FBXW7,activates,NOTCH1
CTNNB1,activates,TCF7L2
SMAD3,activates,FOXO1
PPARG,activates,SLC2A4
NCOR1,inhibits,RBPJ
ESR1,inhibits,FOXO1
MAPKAPK2,activates,CREB1
PGR,activates,FOXO1
NR1I3,inhibits,FOXO1
NLK,inhibits,TCF7L2
SOX4,activates,TCF7L2
SOX17,inhibits,TCF7L2
FOXG1,inhibits,FOXO1
PRKCQ,activates,CARD11
MYC,inhibits,CDKN1A
SMAD2,activates,TCF7L2
SMAD3,activates,TCF7L2
EP300,activates,SMAD2
CEBPB,activates,E2F4
HINFP,activates,PRKDC
HINFP,activates,CKS2
RECQL4,activates,APEX1
RECQL4,activates,POLB
RECQL4,activates,FEN1
APEX1,activates,ARNT
WRN,activates,NEIL1
AKT1,activates,YBX1
YBX1,activates,NEIL2
NPAT,activates,HINFP
HINFP,activates,HIST1H4E
HINFP,activates,ATM
TIPIN,activates,RPA1
TIPIN,activates,MCM4
TIPIN,activates,TIMELESS
TIMELESS,activates,TIPIN
LYN,activates,LIME1
EP300,inhibits,FEN1
MAP3K7,activates,NLK
MLH1,activates,PMS2
PMS2,activates,TP73
MSH2,activates,ATR
CHEK1,activates,UBE2B
CHEK1,inhibits,TLK1
APC,inhibits,POLB
APC,inhibits,FEN1
XRCC1,activates,POLB
APEX1,activates,TXN
RHOA,activates,CIT
LIMK1,activates,CFL2
ROCK1,activates,LIMK2
CDC42BPA,activates,LIMK1
CDC42BPA,activates,LIMK2
CFL1,inhibits,ACTC1
CFL2,activates,ACTC1
LIMK1,inhibits,CFL1
LIMK2,inhibits,CFL1
ROCK1,activates,LIMK1
STAT6,activates,RHOA
TOPBP1,activates,ATRIP
NEK2,activates,SGO1
HSPA1A,activates,DCLRE1B
NEK2,activates,CNTROB
PLK1,inhibits,FANCM
TRAF6,activates,TAB1
USP28,activates,MYC
USP7,inhibits,SKP1
MED14,activates,STAT2
KPNA2,activates,IRF1
IRF1,activates,BRIP1
CDC14B,activates,FZR1
IRAK1,activates,IRF7
TLR2,activates,TICAM2
TICAM2,activates,MYD88
E2F1,activates,XRCC1
HNRNPK,activates,TP53
RHOA,activates,PKN2
BIRC2,inhibits,MAP3K14
BIRC3,inhibits,MAP3K14
BIRC2,activates,RIPK1
BIRC3,activates,RIPK1
ERCC6,inhibits,TP53
BIRC7,inhibits,DIABLO
TRAF6,activates,AKT3
TRAF6,activates,AKT1
TLR10,activates,MYD88
MYD88,activates,IRAK1
TLR8,activates,MYD88
PDK1,activates,PKN2
RB1,inhibits,YY1
TDG,activates,AR
TDG,activates,PGR
TDG,activates,NR3C1
MPG,inhibits,ESR1
TDG,activates,CREBBP
TDG,activates,NKX2-1
MPG,activates,MBD1
HSF1,activates,PRKDC
ELAVL1,activates,FOS
ELAVL1,inhibits,MYC
SYMPK,activates,CSTF2
ELAVL1,activates,CDKN1A
ELAVL1,activates,CCNA1
DLC1,inhibits,BCL2L11
ELAVL1,activates,CCNB1
ELAVL1,activates,CCNA2
TDG,activates,ESR1
FOXO3,activates,ATM
STAT1,activates,CASP1
ELAVL1,activates,TP53
HIF1AN,inhibits,HIF1A
STAT1,activates,ARNT
SUMO2,activates,KDM1A
SUMO2,activates,RCOR1
CEBPB,activates,ORM1
STAT1,inhibits,HIF1A
MAPK3,activates,HIF1A
MAPK1,activates,HIF1A
KDM1A,inhibits,TP53
FOXM1,activates,CDC25C
NF1,inhibits,HRAS
RNF135,activates,DDX58
GSK3B,activates,GLI3
EP300,inhibits,HMGN1
HMGN2,inhibits,PBRM1
HMGN1,inhibits,PBRM1
HMGN1,activates,KAT2B
TOP1,inhibits,LIG3
TOP1,inhibits,LIG1
TELO2,activates,MTOR
TELO2,activates,ATM
PARP1,inhibits,TOP1
GADD45A,inhibits,CDK1
CHEK2,inhibits,TERF2
CDK1,activates,CDC25A
TRIM28,activates,MDM2
ZNF420,activates,HDAC1
ATM,inhibits,ZNF420
CHEK1,activates,CLSPN
CLSPN,activates,UBE2B
EP300,activates,HIF1A
EP300,activates,ARNT
CHEK1,inhibits,HIST1H3D
HIF1AN,inhibits,EPAS1
CREBBP,activates,ARNT
HIF1AN,inhibits,EP300
MAD2L1,inhibits,ANAPC7
FBXO5,inhibits,FZR1
PLK1,inhibits,EVI5
PARP1,inhibits,AURKB
BUB1B,inhibits,CDC20
MAD2L1,inhibits,CDC20
CHEK2,activates,PTTG1
CHEK1,activates,PTTG1
IRF3,activates,CXCL10
TLR9,activates,MYD88
TLR7,activates,MYD88
SMARCA4,activates,CDKN1A
E2F4,inhibits,MYBL2
SMARCA4,activates,GADD45A
ATM,activates,BLM
BLM,activates,CHAF1A
MAPK14,inhibits,DDB2
MAPK14,inhibits,CCND2
RPS6KA3,activates,HIST1H3D
RPS6KA5,activates,HIST1H3D
MCM10,activates,POLA1
FBXW8,inhibits,CCND1
KDM7A,activates,AR
KPNA2,activates,CHEK2
BUB1,inhibits,CDC20
BUB1,activates,SMC1A
KIF4A,activates,PRC1
PLK1,inhibits,SMC1A
KDM1B,inhibits,HIST1H3D
TTK,inhibits,PRC1
USP7,activates,MARCH7
TTK,activates,TACC2
KDM1A,inhibits,CHRNA1
KDM1A,inhibits,CDKN1C
ESPL1,activates,SMC1A
KDM1A,inhibits,ACTB
KDM1A,inhibits,SCN1A
KDM1A,inhibits,SCN2A
MAPK7,activates,NR4A1
KDM1A,inhibits,SCN3A
USP9X,activates,MARCH7
IRAK4,activates,IRAK1
TRIM28,activates,SETDB1
TRIM28,activates,CHD3
ATM,activates,E2F1
GMNN,inhibits,CDC6
CDK2,inhibits,CDKN1A
ATM,activates,SP1
ATM,activates,SMC1A
MAP3K3,activates,MAP2K5
ATM,inhibits,MDM4
TP53,inhibits,NFYB
VDR,activates,CYP3A4
TP53,inhibits,NFYA
VDR,activates,CYP2B6
ING2,activates,EP300
SIRT2,inhibits,HIST1H3D
SIRT1,activates,APEX1
ASF1A,activates,EP300
VDR,activates,CYP2C9
SIRT1,inhibits,HIST1H3D
KAT2B,activates,HIST1H4E
MDM4,activates,MDM2
MDM4,inhibits,TP53
APEX1,activates,STAT3
APC,inhibits,CTNNB1
CCNH,activates,CDK7
NEDD8,inhibits,CUL4A
ATR,activates,ATM
MCPH1,activates,BRCA2
USP28,inhibits,SKP1
TP53,activates,GTSE1
GFI1,inhibits,BAX
ATM,activates,DCLRE1C
CKS2,activates,CENPE
GFI1B,inhibits,CDKN1A
AURKA,activates,CENPA
AURKB,activates,CENPA
KDM1A,activates,AR
BTF3,inhibits,GAL
MAPK8,activates,ITCH
AURKA,activates,CDC25B
CDK1,activates,CDC25B
PLK1,inhibits,CLSPN
PRKDC,inhibits,HIST1H1A
TP53,activates,MLH1
ATR,inhibits,CLSPN
BTF3,activates,EPHB2
TP53,activates,PMS2
NEDD4,inhibits,POLR2L
ERCC8,activates,HMGN1
ERCC8,activates,TCEA2
XPA,activates,ERCC1
XPA,activates,ERCC4
ATR,activates,FANCD2
SHPRH,inhibits,PCNA
USP1,inhibits,PCNA
CDKN1A,inhibits,POLK
TP53,inhibits,POLK
DTL,activates,CUL4A
CHEK2,inhibits,MDM2
PCNA,activates,CDT1
CAND1,inhibits,CUL4A
ASF1A,activates,HIST1H3D
ASF1B,activates,HIST1H3D
ASF1A,activates,HIST1H4E
CHEK2,inhibits,ASF1A
ASF1B,activates,HIST1H4E
PLK1,activates,CDC25C
TRAF6,activates,MAP3K5
PLK1,activates,FOXM1
FOXM1,activates,AURKB
ECT2,activates,CDC42
RACGAP1,inhibits,CDC42
FOXM1,activates,CENPF
PARP1,activates,HIST1H3D
ERCC8,activates,XAB2
FOXM1,activates,CCNB1
PARP1,activates,H2AFZ
FOXM1,activates,CDC25A
PARP1,activates,HIST1H4E
ERCC8,activates,XPA
FOXM1,activates,CDC25B
PARP1,activates,HIST1H2BJ
ERCC6,activates,XAB2
ECT2,activates,RHOA
DIAPH3,activates,CENPA
CDC42,activates,DIAPH3
RHOA,activates,ROCK1
ROCK1,activates,MYH10
ATM,activates,PRKDC
APEX1,activates,CCNO
GLRX,inhibits,MAP3K5
TXN,inhibits,MAP3K5
CDKN1A,inhibits,FEN1
CDKN1A,inhibits,PCNA
CXCL10,activates,CXCR3
TP73,activates,FAS
WSB1,inhibits,HIPK2
SIAH2,inhibits,HIPK2
YAP1,activates,TP73
ITCH,inhibits,TP73
HDAC3,inhibits,HIST1H3D
ATM,inhibits,SIAH1
CDK2,inhibits,RB1
SUV39H2,inhibits,HIST1H3D
SIAH1,inhibits,HIPK2
HIPK2,activates,CTBP1
RAD17,activates,RAD9A
CASP6,activates,HIPK2
MAPK8,inhibits,CTBP1
ABL1,activates,YAP1
CSNK2B,inhibits,CHEK2
CDC20,inhibits,CCNA2
CDH1,activates,ANAPC11
CDC20,activates,ANAPC11
EZH2,inhibits,HIST1H3D
BCL2,inhibits,TP53AIP1
TP53AIP1,activates,CYCS
TP53,inhibits,CDC20
AURKB,activates,HIST1H3D
SUV39H1,inhibits,HIST1H3D
E2F3,activates,MIR17HG
E2F1,activates,FGFR1
AURKB,activates,RB1
E2F2,activates,MIR17HG
E2F1,activates,MIR17HG
E2F1,activates,RELA
E2F6,inhibits,E2F1
E2F1,inhibits,HSPA5
PLK1,inhibits,BORA
INCENP,activates,PLK1
BUB1,activates,PLK1
AURKA,activates,PLK1
TTK,activates,CDCA8
PLK1,activates,BUB1B
NEK2,activates,NDC80
PTPN2,inhibits,STAT3
PTPN2,inhibits,STAT1
PTPN2,inhibits,KDR
PTPN11,activates,TERT
RNF8,activates,HIST1H2BJ
NANOS1,activates,HDAC2
NOS1,activates,HDAC2
MAPK8,activates,STAT5A
ABL1,activates,PRKCD
PRKCD,inhibits,PRKDC
TXN,activates,SP1
PRKDC,inhibits,EIF2AK4
TXN,activates,ESR1
TXN,activates,NR3C1
TXN,activates,ARNT
GLRX,activates,NFYA
DUSP1,activates,MAPK14
MAPK14,activates,FOS
MAPK14,inhibits,EGFR
MAPK14,inhibits,CDC25A
MAPK14,activates,USF1
MAPK8,inhibits,CDC25B
MAPK14,inhibits,CDC25B
SIRT1,inhibits,TP53
RPS19BP1,activates,SIRT1
ADGRV1,activates,WHRN
ADGRV1,activates,VEZT
ADGRV1,activates,USH2A
POU4F3,activates,LHX3
NOL3,inhibits,FADD
