,sig_id,pert_id,pert_iname,pert_type,cell_id,pert_dose,pert_dose_unit,pert_idose,pert_time,pert_time_unit,pert_itime,distil_id
460733,PCLB001_JURKAT_6H:BRD-K36452089-001-01-8:10,BRD-K36452089,tert-butylhydroquinone,trt_cp,JURKAT,10.0,µM,10 µM,6,h,6 h,PCLB001_JURKAT_6H_X1_B12:I05|PCLB001_JURKAT_6H_X1_B12:I13|PCLB001_JURKAT_6H_X1_B12:I21|PCLB001_JURKAT_6H_X1_F2B6_DUO52HI53LO:I05|PCLB001_JURKAT_6H_X1_F2B6_DUO52HI53LO:I13|PCLB001_JURKAT_6H_X1_F2B6_DUO52HI53LO:I21|PCLB001_JURKAT_6H_X3_F2B6_DUO52HI53LO:I05|PCLB001_JURKAT_6H_X3_F2B6_DUO52HI53LO:I13|PCLB001_JURKAT_6H_X3_F2B6_DUO52HI53LO:I21
460734,PCLB001_JURKAT_6H:BRD-K36452089-001-01-8:2.5,BRD-K36452089,tert-butylhydroquinone,trt_cp,JURKAT,2.5,µM,3 µM,6,h,6 h,PCLB001_JURKAT_6H_X1_F2B6_DUO52HI53LO:I06|PCLB001_JURKAT_6H_X1_F2B6_DUO52HI53LO:I14|PCLB001_JURKAT_6H_X1_F2B6_DUO52HI53LO:I22|PCLB001_JURKAT_6H_X3_F2B6_DUO52HI53LO:I06|PCLB001_JURKAT_6H_X3_F2B6_DUO52HI53LO:I14|PCLB001_JURKAT_6H_X3_F2B6_DUO52HI53LO:I22
460735,PCLB001_JURKAT_6H:BRD-K36452089-001-01-8:3.33,BRD-K36452089,tert-butylhydroquinone,trt_cp,JURKAT,3.33,µM,3 µM,6,h,6 h,PCLB001_JURKAT_6H_X1_B12:I06|PCLB001_JURKAT_6H_X1_B12:I14|PCLB001_JURKAT_6H_X1_B12:I22
462762,PCLB002_HCC515_24H:BRD-A19500257:0.04,BRD-A19500257,geldanamycin,trt_cp,HCC515,0.04,µM,0.04 µM,24,h,24 h,PCLB002_HCC515_24H_X1.A2_B13:F24|PCLB002_HCC515_24H_X1.A2_B13:I18|PCLB002_HCC515_24H_X2_B13:F24|PCLB002_HCC515_24H_X2_B13:I18|PCLB002_HCC515_24H_X3_B13:F24|PCLB002_HCC515_24H_X3_B13:I18
462763,PCLB002_HCC515_24H:BRD-A19500257:0.12,BRD-A19500257,geldanamycin,trt_cp,HCC515,0.12,µM,0.12 µM,24,h,24 h,PCLB002_HCC515_24H_X1.A2_B13:F23|PCLB002_HCC515_24H_X1.A2_B13:I17|PCLB002_HCC515_24H_X2_B13:F23|PCLB002_HCC515_24H_X2_B13:I17|PCLB002_HCC515_24H_X3_B13:F23|PCLB002_HCC515_24H_X3_B13:I17
462764,PCLB002_HCC515_24H:BRD-A19500257:0.37,BRD-A19500257,geldanamycin,trt_cp,HCC515,0.37,µM,0.37 µM,24,h,24 h,PCLB002_HCC515_24H_X1.A2_B13:F22|PCLB002_HCC515_24H_X1.A2_B13:I16|PCLB002_HCC515_24H_X2_B13:F22|PCLB002_HCC515_24H_X2_B13:I16|PCLB002_HCC515_24H_X3_B13:F22|PCLB002_HCC515_24H_X3_B13:I16
462765,PCLB002_HCC515_24H:BRD-A19500257:1.11,BRD-A19500257,geldanamycin,trt_cp,HCC515,1.11,µM,1.11 µM,24,h,24 h,PCLB002_HCC515_24H_X1.A2_B13:F21|PCLB002_HCC515_24H_X1.A2_B13:I15|PCLB002_HCC515_24H_X2_B13:F21|PCLB002_HCC515_24H_X2_B13:I15|PCLB002_HCC515_24H_X3_B13:F21|PCLB002_HCC515_24H_X3_B13:I15
462766,PCLB002_HCC515_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,HCC515,10.0,µM,10 µM,24,h,24 h,PCLB002_HCC515_24H_X1.A2_B13:F19|PCLB002_HCC515_24H_X1.A2_B13:I13|PCLB002_HCC515_24H_X2_B13:F19|PCLB002_HCC515_24H_X2_B13:I13|PCLB002_HCC515_24H_X3_B13:F19|PCLB002_HCC515_24H_X3_B13:I13
462767,PCLB002_HCC515_24H:BRD-A19500257:3.33,BRD-A19500257,geldanamycin,trt_cp,HCC515,3.33,µM,3.33 µM,24,h,24 h,PCLB002_HCC515_24H_X1.A2_B13:F20|PCLB002_HCC515_24H_X1.A2_B13:I14|PCLB002_HCC515_24H_X2_B13:F20|PCLB002_HCC515_24H_X2_B13:I14|PCLB002_HCC515_24H_X3_B13:F20|PCLB002_HCC515_24H_X3_B13:I14
463061,PCLB002_HEPG2_24H:BRD-A19500257:0.04,BRD-A19500257,geldanamycin,trt_cp,HEPG2,0.04,µM,0.04 µM,24,h,24 h,PCLB002_HEPG2_24H_X1_B13:F24|PCLB002_HEPG2_24H_X1_B13:I18|PCLB002_HEPG2_24H_X2_B13:F24|PCLB002_HEPG2_24H_X2_B13:I18|PCLB002_HEPG2_24H_X3_B13:F24|PCLB002_HEPG2_24H_X3_B13:I18
463062,PCLB002_HEPG2_24H:BRD-A19500257:0.12,BRD-A19500257,geldanamycin,trt_cp,HEPG2,0.12,µM,0.12 µM,24,h,24 h,PCLB002_HEPG2_24H_X1_B13:F23|PCLB002_HEPG2_24H_X1_B13:I17|PCLB002_HEPG2_24H_X2_B13:F23|PCLB002_HEPG2_24H_X2_B13:I17|PCLB002_HEPG2_24H_X3_B13:F23|PCLB002_HEPG2_24H_X3_B13:I17
463063,PCLB002_HEPG2_24H:BRD-A19500257:0.37,BRD-A19500257,geldanamycin,trt_cp,HEPG2,0.37,µM,0.37 µM,24,h,24 h,PCLB002_HEPG2_24H_X1_B13:F22|PCLB002_HEPG2_24H_X1_B13:I16|PCLB002_HEPG2_24H_X2_B13:F22|PCLB002_HEPG2_24H_X2_B13:I16|PCLB002_HEPG2_24H_X3_B13:F22|PCLB002_HEPG2_24H_X3_B13:I16
463064,PCLB002_HEPG2_24H:BRD-A19500257:1.11,BRD-A19500257,geldanamycin,trt_cp,HEPG2,1.11,µM,1.11 µM,24,h,24 h,PCLB002_HEPG2_24H_X1_B13:F21|PCLB002_HEPG2_24H_X1_B13:I15|PCLB002_HEPG2_24H_X2_B13:F21|PCLB002_HEPG2_24H_X2_B13:I15|PCLB002_HEPG2_24H_X3_B13:F21|PCLB002_HEPG2_24H_X3_B13:I15
463065,PCLB002_HEPG2_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,HEPG2,10.0,µM,10 µM,24,h,24 h,PCLB002_HEPG2_24H_X1_B13:F19|PCLB002_HEPG2_24H_X1_B13:I13|PCLB002_HEPG2_24H_X2_B13:F19|PCLB002_HEPG2_24H_X2_B13:I13|PCLB002_HEPG2_24H_X3_B13:F19|PCLB002_HEPG2_24H_X3_B13:I13
463066,PCLB002_HEPG2_24H:BRD-A19500257:3.33,BRD-A19500257,geldanamycin,trt_cp,HEPG2,3.33,µM,3.33 µM,24,h,24 h,PCLB002_HEPG2_24H_X1_B13:F20|PCLB002_HEPG2_24H_X1_B13:I14|PCLB002_HEPG2_24H_X2_B13:F20|PCLB002_HEPG2_24H_X2_B13:I14|PCLB002_HEPG2_24H_X3_B13:F20|PCLB002_HEPG2_24H_X3_B13:I14
465319,PCLB003_HCC515_24H:BRD-A19500257-001-01-3:0.04,BRD-A19500257,geldanamycin,trt_cp,HCC515,0.04,µM,0.04 µM,24,h,24 h,PCLB003_HCC515_24H_X1_B13:F24|PCLB003_HCC515_24H_X2_B13:F24|PCLB003_HCC515_24H_X3_B13:F24
465320,PCLB003_HCC515_24H:BRD-A19500257-001-01-3:0.12,BRD-A19500257,geldanamycin,trt_cp,HCC515,0.12,µM,0.12 µM,24,h,24 h,PCLB003_HCC515_24H_X1_B13:F23|PCLB003_HCC515_24H_X2_B13:F23|PCLB003_HCC515_24H_X3_B13:F23
465321,PCLB003_HCC515_24H:BRD-A19500257-001-01-3:0.37,BRD-A19500257,geldanamycin,trt_cp,HCC515,0.37,µM,0.37 µM,24,h,24 h,PCLB003_HCC515_24H_X1_B13:F22|PCLB003_HCC515_24H_X2_B13:F22|PCLB003_HCC515_24H_X3_B13:F22
465322,PCLB003_HCC515_24H:BRD-A19500257-001-01-3:1.11,BRD-A19500257,geldanamycin,trt_cp,HCC515,1.11,µM,1.11 µM,24,h,24 h,PCLB003_HCC515_24H_X1_B13:F21|PCLB003_HCC515_24H_X2_B13:F21|PCLB003_HCC515_24H_X3_B13:F21
465323,PCLB003_HCC515_24H:BRD-A19500257-001-01-3:10,BRD-A19500257,geldanamycin,trt_cp,HCC515,10.0,µM,10 µM,24,h,24 h,PCLB003_HCC515_24H_X1_B13:F19|PCLB003_HCC515_24H_X2_B13:F19|PCLB003_HCC515_24H_X3_B13:F19
465324,PCLB003_HCC515_24H:BRD-A19500257-001-01-3:3.33,BRD-A19500257,geldanamycin,trt_cp,HCC515,3.33,µM,3.33 µM,24,h,24 h,PCLB003_HCC515_24H_X1_B13:F20|PCLB003_HCC515_24H_X2_B13:F20|PCLB003_HCC515_24H_X3_B13:F20
465479,PCLB003_HCC515_24H:BRD-K36452089-001-02-6:0.41,BRD-K36452089,tert-butylhydroquinone,trt_cp,HCC515,0.41,µM,0.41 µM,24,h,24 h,PCLB003_HCC515_24H_X1_B13:H12|PCLB003_HCC515_24H_X2_B13:H12|PCLB003_HCC515_24H_X3_B13:H12
465480,PCLB003_HCC515_24H:BRD-K36452089-001-02-6:1.23,BRD-K36452089,tert-butylhydroquinone,trt_cp,HCC515,1.23,µM,1.23 µM,24,h,24 h,PCLB003_HCC515_24H_X1_B13:H11|PCLB003_HCC515_24H_X2_B13:H11|PCLB003_HCC515_24H_X3_B13:H11
465481,PCLB003_HCC515_24H:BRD-K36452089-001-02-6:100,BRD-K36452089,tert-butylhydroquinone,trt_cp,HCC515,100.0,µM,100 µM,24,h,24 h,PCLB003_HCC515_24H_X1_B13:H07|PCLB003_HCC515_24H_X2_B13:H07|PCLB003_HCC515_24H_X3_B13:H07
465482,PCLB003_HCC515_24H:BRD-K36452089-001-02-6:11.11,BRD-K36452089,tert-butylhydroquinone,trt_cp,HCC515,11.11,µM,11.11 µM,24,h,24 h,PCLB003_HCC515_24H_X1_B13:H09|PCLB003_HCC515_24H_X2_B13:H09|PCLB003_HCC515_24H_X3_B13:H09
465483,PCLB003_HCC515_24H:BRD-K36452089-001-02-6:3.7,BRD-K36452089,tert-butylhydroquinone,trt_cp,HCC515,3.7,µM,3.7 µM,24,h,24 h,PCLB003_HCC515_24H_X1_B13:H10|PCLB003_HCC515_24H_X2_B13:H10|PCLB003_HCC515_24H_X3_B13:H10
465484,PCLB003_HCC515_24H:BRD-K36452089-001-02-6:33.33,BRD-K36452089,tert-butylhydroquinone,trt_cp,HCC515,33.33,µM,33.33 µM,24,h,24 h,PCLB003_HCC515_24H_X1_B13:H08|PCLB003_HCC515_24H_X2_B13:H08|PCLB003_HCC515_24H_X3_B13:H08
465682,PCLB003_HEPG2_24H:BRD-A19500257-001-01-3:0.04,BRD-A19500257,geldanamycin,trt_cp,HEPG2,0.04,µM,0.04 µM,24,h,24 h,PCLB003_HEPG2_24H_X1_B13:F24|PCLB003_HEPG2_24H_X2_B13:F24|PCLB003_HEPG2_24H_X3_B13:F24
465683,PCLB003_HEPG2_24H:BRD-A19500257-001-01-3:0.12,BRD-A19500257,geldanamycin,trt_cp,HEPG2,0.12,µM,0.12 µM,24,h,24 h,PCLB003_HEPG2_24H_X1_B13:F23|PCLB003_HEPG2_24H_X2_B13:F23|PCLB003_HEPG2_24H_X3_B13:F23
465684,PCLB003_HEPG2_24H:BRD-A19500257-001-01-3:0.37,BRD-A19500257,geldanamycin,trt_cp,HEPG2,0.37,µM,0.37 µM,24,h,24 h,PCLB003_HEPG2_24H_X1_B13:F22|PCLB003_HEPG2_24H_X2_B13:F22|PCLB003_HEPG2_24H_X3_B13:F22
465685,PCLB003_HEPG2_24H:BRD-A19500257-001-01-3:1.11,BRD-A19500257,geldanamycin,trt_cp,HEPG2,1.11,µM,1.11 µM,24,h,24 h,PCLB003_HEPG2_24H_X1_B13:F21|PCLB003_HEPG2_24H_X2_B13:F21|PCLB003_HEPG2_24H_X3_B13:F21
465686,PCLB003_HEPG2_24H:BRD-A19500257-001-01-3:10,BRD-A19500257,geldanamycin,trt_cp,HEPG2,10.0,µM,10 µM,24,h,24 h,PCLB003_HEPG2_24H_X1_B13:F19|PCLB003_HEPG2_24H_X2_B13:F19|PCLB003_HEPG2_24H_X3_B13:F19
465687,PCLB003_HEPG2_24H:BRD-A19500257-001-01-3:3.33,BRD-A19500257,geldanamycin,trt_cp,HEPG2,3.33,µM,3.33 µM,24,h,24 h,PCLB003_HEPG2_24H_X1_B13:F20|PCLB003_HEPG2_24H_X2_B13:F20|PCLB003_HEPG2_24H_X3_B13:F20
465842,PCLB003_HEPG2_24H:BRD-K36452089-001-02-6:0.41,BRD-K36452089,tert-butylhydroquinone,trt_cp,HEPG2,0.41,µM,0.41 µM,24,h,24 h,PCLB003_HEPG2_24H_X1_B13:H12|PCLB003_HEPG2_24H_X2_B13:H12|PCLB003_HEPG2_24H_X3_B13:H12
465843,PCLB003_HEPG2_24H:BRD-K36452089-001-02-6:1.23,BRD-K36452089,tert-butylhydroquinone,trt_cp,HEPG2,1.23,µM,1.23 µM,24,h,24 h,PCLB003_HEPG2_24H_X1_B13:H11|PCLB003_HEPG2_24H_X2_B13:H11|PCLB003_HEPG2_24H_X3_B13:H11
465844,PCLB003_HEPG2_24H:BRD-K36452089-001-02-6:100,BRD-K36452089,tert-butylhydroquinone,trt_cp,HEPG2,100.0,µM,100 µM,24,h,24 h,PCLB003_HEPG2_24H_X1_B13:H07|PCLB003_HEPG2_24H_X2_B13:H07|PCLB003_HEPG2_24H_X3_B13:H07
465845,PCLB003_HEPG2_24H:BRD-K36452089-001-02-6:11.11,BRD-K36452089,tert-butylhydroquinone,trt_cp,HEPG2,11.11,µM,11.11 µM,24,h,24 h,PCLB003_HEPG2_24H_X1_B13:H09|PCLB003_HEPG2_24H_X2_B13:H09|PCLB003_HEPG2_24H_X3_B13:H09
465846,PCLB003_HEPG2_24H:BRD-K36452089-001-02-6:3.7,BRD-K36452089,tert-butylhydroquinone,trt_cp,HEPG2,3.7,µM,3.7 µM,24,h,24 h,PCLB003_HEPG2_24H_X1_B13:H10|PCLB003_HEPG2_24H_X2_B13:H10|PCLB003_HEPG2_24H_X3_B13:H10
465847,PCLB003_HEPG2_24H:BRD-K36452089-001-02-6:33.33,BRD-K36452089,tert-butylhydroquinone,trt_cp,HEPG2,33.33,µM,33.33 µM,24,h,24 h,PCLB003_HEPG2_24H_X1_B13:H08|PCLB003_HEPG2_24H_X2_B13:H08|PCLB003_HEPG2_24H_X3_B13:H08
468070,RAD001_HCC515_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,HCC515,10.0,µM,10 µM,6,h,6 h,RAD001_HCC515_6H_X1_F1B5_DUO52HI53LO:A03|RAD001_HCC515_6H_X2_F1B5_DUO52HI53LO:A03|RAD001_HCC515_6H_X3_F1B5_DUO52HI53LO:A03
468162,RAD001_HCC515_6H:BRD-K32107296-001-04-5:0.0015,BRD-K32107296,temozolomide,trt_cp,HCC515,0.0015,µM,1 nM,6,h,6 h,RAD001_HCC515_6H_X1_F1B5_DUO52HI53LO:J22|RAD001_HCC515_6H_X2_F1B5_DUO52HI53LO:J22|RAD001_HCC515_6H_X3_F1B5_DUO52HI53LO:J22
468163,RAD001_HCC515_6H:BRD-K32107296-001-04-5:0.0046,BRD-K32107296,temozolomide,trt_cp,HCC515,0.0046,µM,1 nM,6,h,6 h,RAD001_HCC515_6H_X1_F1B5_DUO52HI53LO:J21|RAD001_HCC515_6H_X2_F1B5_DUO52HI53LO:J21|RAD001_HCC515_6H_X3_F1B5_DUO52HI53LO:J21
468164,RAD001_HCC515_6H:BRD-K32107296-001-04-5:0.0137,BRD-K32107296,temozolomide,trt_cp,HCC515,0.0137,µM,10 nM,6,h,6 h,RAD001_HCC515_6H_X1_F1B5_DUO52HI53LO:J20|RAD001_HCC515_6H_X2_F1B5_DUO52HI53LO:J20|RAD001_HCC515_6H_X3_F1B5_DUO52HI53LO:J20
468165,RAD001_HCC515_6H:BRD-K32107296-001-04-5:0.0412,BRD-K32107296,temozolomide,trt_cp,HCC515,0.0412,µM,10 nM,6,h,6 h,RAD001_HCC515_6H_X1_F1B5_DUO52HI53LO:J19|RAD001_HCC515_6H_X2_F1B5_DUO52HI53LO:J19|RAD001_HCC515_6H_X3_F1B5_DUO52HI53LO:J19
468166,RAD001_HCC515_6H:BRD-K32107296-001-04-5:0.1235,BRD-K32107296,temozolomide,trt_cp,HCC515,0.1235,µM,100 nM,6,h,6 h,RAD001_HCC515_6H_X1_F1B5_DUO52HI53LO:J18|RAD001_HCC515_6H_X2_F1B5_DUO52HI53LO:J18|RAD001_HCC515_6H_X3_F1B5_DUO52HI53LO:J18
468167,RAD001_HCC515_6H:BRD-K32107296-001-04-5:0.3704,BRD-K32107296,temozolomide,trt_cp,HCC515,0.3704,µM,500 nM,6,h,6 h,RAD001_HCC515_6H_X1_F1B5_DUO52HI53LO:J17|RAD001_HCC515_6H_X2_F1B5_DUO52HI53LO:J17|RAD001_HCC515_6H_X3_F1B5_DUO52HI53LO:J17
468168,RAD001_HCC515_6H:BRD-K32107296-001-04-5:1.1111,BRD-K32107296,temozolomide,trt_cp,HCC515,1.1111,µM,1 µM,6,h,6 h,RAD001_HCC515_6H_X1_F1B5_DUO52HI53LO:J16|RAD001_HCC515_6H_X2_F1B5_DUO52HI53LO:J16|RAD001_HCC515_6H_X3_F1B5_DUO52HI53LO:J16
468169,RAD001_HCC515_6H:BRD-K32107296-001-04-5:10,BRD-K32107296,temozolomide,trt_cp,HCC515,10.0,µM,10 µM,6,h,6 h,RAD001_HCC515_6H_X1_F1B5_DUO52HI53LO:J14|RAD001_HCC515_6H_X2_F1B5_DUO52HI53LO:J14|RAD001_HCC515_6H_X3_F1B5_DUO52HI53LO:J14
468170,RAD001_HCC515_6H:BRD-K32107296-001-04-5:3.3333,BRD-K32107296,temozolomide,trt_cp,HCC515,3.3333,µM,3 µM,6,h,6 h,RAD001_HCC515_6H_X1_F1B5_DUO52HI53LO:J15|RAD001_HCC515_6H_X2_F1B5_DUO52HI53LO:J15|RAD001_HCC515_6H_X3_F1B5_DUO52HI53LO:J15
