Gene ID	Gene Name	HepG2
ENSG00000084623	EIF3I	325158
ENSG00000084652	TXLNA	73932
ENSG00000084674	APOB	73606
ENSG00000084733	RAB10	879904
ENSG00000084754	HADHA	1134334
ENSG00000084774	CAD	38292
ENSG00000085063	CD59	389041
ENSG00000085185	BCORL1	3
ENSG00000085224	ATRX	938
ENSG00000085365	SCAMP1	8117
ENSG00000085377	PREP	55709
ENSG00000085415	SEH1L	50988
ENSG00000085433	WDR47	134
ENSG00000085449	WDFY1	26150
ENSG00000085511	MAP3K4	216
ENSG00000085563	ABCB1	37729
ENSG00000085662	AKR1B1	1030015
ENSG00000085719	CPNE3	101304
ENSG00000085733	CTTN	139050
ENSG00000085760	MTIF2	9448
ENSG00000085788	DDHD2	1002
ENSG00000085832	EPS15	14700
ENSG00000085871	MGST2	454009
ENSG00000085872	CHERP	25630
ENSG00000085982	USP40	174
ENSG00000085998	POMGNT1	374
ENSG00000086061	DNAJA1	198418
ENSG00000086062	B4GALT1	15062
ENSG00000086065	CHMP5	95647
ENSG00000086102	NFX1	1021
ENSG00000086189	DIMT1	22626
ENSG00000086200	IPO11	8242
ENSG00000086205	FOLH1	173
ENSG00000086289	EPDR1	89902
ENSG00000086475	SEPHS1	94134
ENSG00000086504	MRPL28	41440
ENSG00000086589	RBM22	7147
ENSG00000086598	TMED2	260455
ENSG00000086619	ERO1B	110
ENSG00000086666	ZFAND6	6146
ENSG00000086696	HSD17B2	16137
ENSG00000086712	TXLNG	6250
ENSG00000086758	HUWE1	27210
ENSG00000086827	ZW10	15418
ENSG00000086848	ALG9	1759
ENSG00000087008	ACOX3	1756
ENSG00000087053	MTMR2	850
ENSG00000087086	FTL	1201881
ENSG00000087087	SRRT	83986
ENSG00000087088	BAX	129848
ENSG00000087111	PIGS	9147
ENSG00000087191	PSMC5	344025
ENSG00000087206	UIMC1	594
ENSG00000087253	LPCAT2	8343
ENSG00000087258	GNAO1	1355
ENSG00000087263	OGFOD1	39242
ENSG00000087269	NOP14	30700
ENSG00000087274	ADD1	35104
ENSG00000087299	L2HGDH	744
ENSG00000087302	RTRAF	337744
ENSG00000087365	SF3B2	110874
ENSG00000087460	GNAS	30141
ENSG00000087470	DNM1L	49196
ENSG00000087502	ERGIC2	11296
ENSG00000087510	TFAP2C	484
ENSG00000087586	AURKA	2384
ENSG00000087842	PIR	23087
ENSG00000087884	AAMDC	12058
ENSG00000088002	SULT2B1	31
ENSG00000088035	ALG6	2167
ENSG00000088205	DDX18	121646
ENSG00000088247	KHSRP	276899
ENSG00000088256	GNA11	91324
ENSG00000088298	EDEM2	1593
ENSG00000088325	TPX2	1983
ENSG00000088356	PDRG1	4134
ENSG00000088367	EPB41L1	3910
ENSG00000088387	DOCK9	136
ENSG00000088682	COQ9	4616
ENSG00000088812	ATRN	2275
ENSG00000088826	SMOX	195
ENSG00000088832	FKBP1A	2701311
ENSG00000088833	NSFL1C	246411
ENSG00000088888	MAVS	73798
ENSG00000088930	XRN2	70838
ENSG00000088986	DYNLL1	15676
ENSG00000088992	TESC	57014
ENSG00000089006	SNX5	68410
ENSG00000089009	RPL6	2214478
ENSG00000089022	MAPKAPK5	19001
ENSG00000089048	ESF1	25048
ENSG00000089050	RBBP9	169459
ENSG00000089053	ANAPC5	2748
ENSG00000089057	SLC23A2	9987
ENSG00000089063	TMEM230	14696
ENSG00000089094	KDM2B	107
ENSG00000089123	TASP1	2866
ENSG00000089154	GCN1	116385
ENSG00000089157	RPLP0	1844189
ENSG00000089159	PXN	4686
ENSG00000089177	KIF16B	129
ENSG00000089195	TRMT6	21087
ENSG00000089220	PEBP1	6928201
ENSG00000089234	BRAP	818
ENSG00000089248	ERP29	1396197
ENSG00000089280	FUS	830970
ENSG00000089289	IGBP1	16333
ENSG00000089351	GRAMD1A	1607
ENSG00000089597	GANAB	551877
ENSG00000089685	BIRC5	100
ENSG00000089818	NECAP1	1363
ENSG00000089876	DHX32	288
ENSG00000089902	RCOR1	12590
ENSG00000090013	BLVRB	230608
ENSG00000090020	SLC9A1	115
ENSG00000090054	SPTLC1	22118
ENSG00000090060	PAPOLA	12300
ENSG00000090061	CCNK	18374
ENSG00000090097	PCBP4	6264
ENSG00000090263	MRPS33	40805
ENSG00000090273	NUDC	530310
ENSG00000090316	MAEA	1726
ENSG00000090339	ICAM1	169436
ENSG00000090372	STRN4	2384
ENSG00000090382	LYZ	227065
ENSG00000090402	SI	719
ENSG00000090432	MUL1	1530
ENSG00000090447	TFAP4	74
ENSG00000090470	PDCD7	651
ENSG00000090487	SPG21	15475
ENSG00000090520	DNAJB11	221882
ENSG00000090530	P3H2	3909
ENSG00000090615	GOLGA3	9854
ENSG00000090621	PABPC4	110973
ENSG00000090661	CERS4	15079
ENSG00000090686	USP48	1202
ENSG00000090857	PDPR	30758
ENSG00000090861	AARS	384612
ENSG00000090863	GLG1	73235
ENSG00000090889	KIF4A	1009
ENSG00000090971	NAT14	8718
ENSG00000090989	EXOC1	4000
ENSG00000091009	RBM27	5512
ENSG00000091039	OSBPL8	12305
ENSG00000091127	PUS7	38711
ENSG00000091136	LAMB1	48718
ENSG00000091140	DLD	308095
ENSG00000091157	WDR7	11
ENSG00000091164	TXNL1	191806
ENSG00000091409	ITGA6	5777
ENSG00000091436	MAP3K20	592
ENSG00000091483	FH	301785
ENSG00000091513	TF	359773
ENSG00000091527	CDV3	86193
ENSG00000091542	ALKBH5	5796
ENSG00000091583	APOH	14079
ENSG00000091640	SPAG7	1129
ENSG00000091656	ZFHX4	467
ENSG00000091732	ZC3HC1	7860
ENSG00000091947	TMEM101	6884
ENSG00000092036	HAUS4	486
ENSG00000092094	OSGEP	27970
ENSG00000092108	SCFD1	144928
ENSG00000092148	HECTD1	2991
ENSG00000092199	HNRNPC	1418564
ENSG00000092201	SUPT16H	181732
ENSG00000092203	TOX4	2190
ENSG00000092208	GEMIN2	4330
ENSG00000092439	TRPM7	14
ENSG00000092529	CAPN3	2129
ENSG00000092531	SNAP23	35993
ENSG00000092621	PHGDH	1830557
ENSG00000092820	EZR	262125
ENSG00000092841	MYL6	532750
ENSG00000092847	AGO1	2418
ENSG00000092871	RFFL	1502
ENSG00000092929	UNC13D	870
ENSG00000092964	DPYSL2	429550
ENSG00000093000	NUP50	31015
ENSG00000093009	CDC45	503
ENSG00000093010	COMT	457366
ENSG00000093144	ECHDC1	81070
ENSG00000093167	LRRFIP2	3317
ENSG00000093217	XYLB	45523
ENSG00000094631	HDAC6	10269
ENSG00000094880	CDC23	16827
ENSG00000094914	AAAS	12060
ENSG00000094916	CBX5	82637
ENSG00000095002	MSH2	35680
ENSG00000095059	DHPS	6909
ENSG00000095066	HOOK2	65
ENSG00000095139	ARCN1	314429
ENSG00000095203	EPB41L4B	230
ENSG00000095209	TMEM38B	19345
ENSG00000095261	PSMD5	65859
ENSG00000095319	NUP188	12669
ENSG00000095321	CRAT	46822
ENSG00000095380	NANS	619590
ENSG00000095383	TBC1D2	545
ENSG00000095485	CWF19L1	4321
ENSG00000095564	BTAF1	4198
ENSG00000095637	SORBS1	3383
ENSG00000095787	WAC	411
ENSG00000095906	NUBP2	43542
ENSG00000096060	FKBP5	45186
ENSG00000096063	SRPK1	32388
ENSG00000096070	BRPF3	206
ENSG00000096080	MRPS18A	35957
ENSG00000096088	PGC	162717
ENSG00000096384	HSP90AB1	6448457
ENSG00000096401	CDC5L	64878
ENSG00000096433	ITPR3	4315
ENSG00000096696	DSP	59787
ENSG00000096717	SIRT1	789
ENSG00000096746	HNRNPH3	234820
ENSG00000096872	IFT74	82
ENSG00000097021	ACOT7	126360
ENSG00000097033	SH3GLB1	60332
ENSG00000099194	SCD	17538
ENSG00000099203	TMED1	116276
ENSG00000099204	ABLIM1	2703
ENSG00000099219	ERMP1	36375
ENSG00000099246	RAB18	239748
ENSG00000099250	NRP1	109
ENSG00000099256	PRTFDC1	1846
ENSG00000099260	PALMD	275
ENSG00000099284	H2AFY2	379042
ENSG00000099331	MYO9B	11439
ENSG00000099341	PSMD8	222001
ENSG00000099377	HSD3B7	1429
ENSG00000099381	SETD1A	2890
ENSG00000099385	BCL7C	1488
ENSG00000099622	CIRBP	29422
ENSG00000099624	ATP5F1D	388627
ENSG00000099783	HNRNPM	521061
ENSG00000099795	NDUFB7	74658
ENSG00000099797	TECR	657509
ENSG00000099800	TIMM13	514922
ENSG00000099804	CDC34	7857
ENSG00000099810	MTAP	125602
ENSG00000099812	MISP	1272
ENSG00000099817	POLR2E	48223
ENSG00000099821	POLRMT	17052
ENSG00000099864	PALM	1084
ENSG00000099889	ARVCF	130
ENSG00000099899	TRMT2A	1405
ENSG00000099901	RANBP1	343151
ENSG00000099910	KLHL22	175
ENSG00000099917	MED15	2690
ENSG00000099937	SERPIND1	1702
ENSG00000099940	SNAP29	2733
ENSG00000099942	CRKL	145204
ENSG00000099949	LZTR1	52
ENSG00000099968	BCL2L13	2332
ENSG00000099991	CABIN1	152
ENSG00000099992	TBC1D10A	346
ENSG00000099994	SUSD2	491
ENSG00000099995	SF3A1	131082
ENSG00000100003	SEC14L2	1330
ENSG00000100014	SPECC1L	2795
ENSG00000100023	PPIL2	6086
ENSG00000100028	SNRPD3	798489
ENSG00000100029	PES1	165942
ENSG00000100030	MAPK1	478398
ENSG00000100031	GGT1	52475
ENSG00000100034	PPM1F	23104
ENSG00000100038	TOP3B	283
ENSG00000100056	ESS2	212
ENSG00000100075	SLC25A1	480809
ENSG00000100077	GRK3	60
ENSG00000100079	LGALS2	4793
ENSG00000100083	GGA1	2698
ENSG00000100084	HIRA	1875
ENSG00000100092	SH3BP1	2052
ENSG00000100097	LGALS1	651235
ENSG00000100105	PATZ1	351
ENSG00000100106	TRIOBP	785
ENSG00000100109	TFIP11	4629
ENSG00000100116	GCAT	500
ENSG00000100124	ANKRD54	30581
ENSG00000100129	EIF3L	226926
ENSG00000100138	SNU13	830697
ENSG00000100139	MICALL1	2934
ENSG00000100147	CCDC134	22076
ENSG00000100154	TTC28	144
ENSG00000100162	CENPM	195
ENSG00000100167	Sep-03	4468
ENSG00000100196	KDELR3	856
ENSG00000100201	DDX17	312485
ENSG00000100209	HSCB	2187
ENSG00000100216	TOMM22	213079
ENSG00000100220	RTCB	385550
ENSG00000100225	FBXO7	14795
ENSG00000100226	GTPBP1	56635
ENSG00000100227	POLDIP3	28440
ENSG00000100234	TIMP3	12317
ENSG00000100239	PPP6R2	5575
ENSG00000100241	SBF1	1836
ENSG00000100242	SUN2	19168
ENSG00000100243	CYB5R3	1205374
ENSG00000100258	LMF2	4645
ENSG00000100266	PACSIN2	171189
ENSG00000100280	AP1B1	54782
ENSG00000100281	HMGXB4	963
ENSG00000100284	TOM1	13145
ENSG00000100292	HMOX1	74306
ENSG00000100294	MCAT	27548
ENSG00000100296	THOC5	9443
ENSG00000100297	MCM5	9490
ENSG00000100299	ARSA	64571
ENSG00000100300	TSPO	6999
ENSG00000100304	TTLL12	184969
ENSG00000100316	RPL3	1796984
ENSG00000100324	TAB1	6445
ENSG00000100325	ASCC2	2151
ENSG00000100330	MTMR3	50
ENSG00000100335	MIEF1	1278
ENSG00000100345	MYH9	108895
ENSG00000100347	SAMM50	117767
ENSG00000100348	TXN2	16010
ENSG00000100350	FOXRED2	256
ENSG00000100351	GRAP2	1206
ENSG00000100353	EIF3D	183913
ENSG00000100354	TNRC6B	167
ENSG00000100359	SGSM3	24
ENSG00000100360	IFT27	2244
ENSG00000100364	KIAA0930	342
ENSG00000100372	SLC25A17	2534
ENSG00000100376	FAM118A	141
ENSG00000100380	ST13	1045992
ENSG00000100387	RBX1	85309
ENSG00000100393	EP300	392
ENSG00000100395	L3MBTL2	2719
ENSG00000100401	RANGAP1	152458
ENSG00000100403	ZC3H7B	1206
ENSG00000100410	PHF5A	145032
ENSG00000100412	ACO2	490826
ENSG00000100413	POLR3H	5204
ENSG00000100416	TRMU	740
ENSG00000100417	PMM1	2007
ENSG00000100418	DESI1	9775
ENSG00000100422	CERK	2318
ENSG00000100425	BRD1	1763
ENSG00000100426	ZBED4	15
ENSG00000100439	ABHD4	459
ENSG00000100441	KHNYN	276
ENSG00000100442	FKBP3	723123
ENSG00000100445	SDR39U1	34854
ENSG00000100462	PRMT5	216835
ENSG00000100473	COCH	259
ENSG00000100478	AP4S1	5225
ENSG00000100479	POLE2	57
ENSG00000100485	SOS2	80
ENSG00000100504	PYGL	191910
ENSG00000100519	PSMC6	347366
ENSG00000100522	GNPNAT1	110645
ENSG00000100523	DDHD1	626
ENSG00000100554	ATP6V1D	42612
ENSG00000100558	PLEK2	2299
ENSG00000100567	PSMA3	479545
ENSG00000100568	VTI1B	5718
ENSG00000100575	TIMM9	230953
ENSG00000100577	GSTZ1	22359
ENSG00000100580	TMED8	1893
ENSG00000100591	AHSA1	280533
ENSG00000100592	DAAM1	1512
ENSG00000100596	SPTLC2	6918
ENSG00000100600	LGMN	5425
ENSG00000100601	ALKBH1	4397
ENSG00000100603	SNW1	9020
ENSG00000100612	DHRS7	100177
ENSG00000100614	PPM1A	25286
ENSG00000100626	GALNT16	81
ENSG00000100632	ERH	997024
ENSG00000100650	SRSF5	95481
ENSG00000100664	EIF5	124315
ENSG00000100697	DICER1	2657
ENSG00000100711	ZFYVE21	62
ENSG00000100714	MTHFD1	338040
ENSG00000100722	ZC3H14	4451
ENSG00000100726	TELO2	3559
ENSG00000100744	GSKIP	2326
ENSG00000100749	VRK1	12383
ENSG00000100764	PSMC1	242031
ENSG00000100784	RPS6KA5	67
ENSG00000100796	PPP4R3A	15178
ENSG00000100804	PSMB5	504864
ENSG00000100811	YY1	10005
ENSG00000100813	ACIN1	24534
ENSG00000100815	TRIP11	2229
ENSG00000100823	APEX1	1318950
ENSG00000100836	PABPN1	23323
ENSG00000100852	ARHGAP5	3801
ENSG00000100865	CINP	599
ENSG00000100867	DHRS2	7352529
ENSG00000100883	SRP54	114889
ENSG00000100888	CHD8	1091
ENSG00000100890	KIAA0391	15154
ENSG00000100902	PSMA6	639739
ENSG00000100916	BRMS1L	1453
ENSG00000100934	SEC23A	233510
ENSG00000100941	PNN	57298
ENSG00000100982	PCIF1	11890
ENSG00000100983	GSS	189839
ENSG00000100991	TRPC4AP	135
ENSG00000100994	PYGB	416984
ENSG00000100997	ABHD12	21671
ENSG00000101019	UQCC1	28619
ENSG00000101040	ZMYND8	4789
ENSG00000101057	MYBL2	8021
ENSG00000101076	HNF4A	18271
ENSG00000101079	NDRG3	103388
ENSG00000101084	RAB5IF	13383
ENSG00000101096	NFATC2	91
ENSG00000101109	STK4	8408
ENSG00000101126	ADNP	5596
ENSG00000101132	PFDN4	123379
ENSG00000101138	CSTF1	24175
ENSG00000101146	RAE1	116612
ENSG00000101150	TPD52L2	755854
ENSG00000101152	DNAJC5	44215
ENSG00000101160	CTSZ	230
ENSG00000101161	PRPF6	54464
ENSG00000101181	MTG2	192
ENSG00000101182	PSMA7	855230
ENSG00000101189	MRGBP	11104
ENSG00000101191	DIDO1	2081
ENSG00000101193	GID8	13389
ENSG00000101199	ARFGAP1	24872
ENSG00000101210	EEF1A2	16996
ENSG00000101216	GMEB2	89
ENSG00000101220	C20orf27	19158
ENSG00000101246	ARFRP1	6432
ENSG00000101247	NDUFAF5	11964
ENSG00000101255	TRIB3	14
ENSG00000101290	CDS2	32017
ENSG00000101294	HM13	186838
ENSG00000101310	SEC23B	67471
ENSG00000101311	FERMT1	10582
ENSG00000101333	PLCB4	14
ENSG00000101335	MYL9	15
ENSG00000101337	TM9SF4	172134
ENSG00000101343	CRNKL1	17099
ENSG00000101346	POFUT1	84567
ENSG00000101347	SAMHD1	149666
ENSG00000101350	KIF3B	6528
ENSG00000101361	NOP56	589732
ENSG00000101365	IDH3B	198637
ENSG00000101367	MAPRE1	747237
ENSG00000101384	JAG1	90
ENSG00000101391	CDK5RAP1	3814
ENSG00000101407	TTI1	1408
ENSG00000101413	RPRD1B	148780
ENSG00000101421	CHMP4B	143199
ENSG00000101439	CST3	26164
ENSG00000101442	ACTR5	3317
ENSG00000101444	AHCY	3253363
ENSG00000101447	FAM83D	108
ENSG00000101452	DHX35	4375
ENSG00000101457	DNTTIP1	1586
ENSG00000101464	PIGU	35379
ENSG00000101473	ACOT8	28462
ENSG00000101474	APMAP	773562
ENSG00000101493	ZNF516	1487
ENSG00000101544	ADNP2	172
ENSG00000101546	RBFA	1315
ENSG00000101557	USP14	258295
ENSG00000101558	VAPA	602198
ENSG00000101577	LPIN2	2334
ENSG00000101596	SMCHD1	25456
ENSG00000101624	CEP76	142
ENSG00000101654	RNMT	33352
ENSG00000101680	LAMA1	2860
ENSG00000101751	POLI	603
ENSG00000101752	MIB1	100
ENSG00000101773	RBBP8	3
ENSG00000101782	RIOK3	87
ENSG00000101811	CSTF2	38076
ENSG00000101843	PSMD10	60152
ENSG00000101856	PGRMC1	579364
ENSG00000101868	POLA1	596
ENSG00000101871	MID1	1235
ENSG00000101882	NKAP	1029
ENSG00000101901	ALG13	118
ENSG00000101911	PRPS2	19995
ENSG00000101928	MOSPD1	67
ENSG00000101935	AMMECR1	170
ENSG00000101940	WDR13	2720
ENSG00000101966	XIAP	1582
ENSG00000101972	STAG2	6447
ENSG00000101974	ATP11C	567
ENSG00000101986	ABCD1	14597
ENSG00000101997	CCDC22	12047
ENSG00000102007	PLP2	6383
ENSG00000102024	PLS3	114967
ENSG00000102030	NAA10	70269
ENSG00000102038	SMARCA1	21462
ENSG00000102048	ASB9	7659
ENSG00000102054	RBBP7	277394
ENSG00000102081	FMR1	4144
ENSG00000102098	SCML2	895
ENSG00000102103	PQBP1	18166
ENSG00000102119	EMD	24175
ENSG00000102125	TAZ	491
ENSG00000102144	PGK1	2408954
ENSG00000102158	MAGT1	72902
ENSG00000102172	SMS	96211
ENSG00000102178	UBL4A	43303
ENSG00000102189	EEA1	69247
ENSG00000102218	RP2	12958
ENSG00000102221	JADE3	96
ENSG00000102225	CDK16	1131
ENSG00000102226	USP11	39956
ENSG00000102241	HTATSF1	8279
ENSG00000102265	TIMP1	373
ENSG00000102309	PIN4	85154
ENSG00000102316	MAGED2	16190
ENSG00000102317	RBM3	43009
ENSG00000102362	SYTL4	25
ENSG00000102390	PBDC1	101380
ENSG00000102393	GLA	2077
ENSG00000102401	ARMCX3	19239
ENSG00000102471	NDFIP2	160
ENSG00000102531	FNDC3A	15063
ENSG00000102547	CAB39L	509
ENSG00000102572	STK24	10554
ENSG00000102580	DNAJC3	133342
ENSG00000102595	UGGT2	151
ENSG00000102606	ARHGEF7	8881
ENSG00000102699	PARP4	3008
ENSG00000102710	SUPT20H	214
ENSG00000102738	MRPS31	34145
ENSG00000102743	SLC25A15	91668
ENSG00000102753	KPNA3	123942
ENSG00000102763	VWA8	11038
ENSG00000102781	KATNAL1	119
ENSG00000102786	INTS6	1769
ENSG00000102804	TSC22D1	43
ENSG00000102805	CLN5	13331
ENSG00000102858	MGRN1	2541
ENSG00000102871	TRADD	657
ENSG00000102879	CORO1A	7140
ENSG00000102882	MAPK3	22461
ENSG00000102893	PHKB	6894
ENSG00000102897	LYRM1	8962
ENSG00000102898	NUTF2	1154684
ENSG00000102900	NUP93	88184
ENSG00000102908	NFAT5	1709
ENSG00000102910	LONP2	8489
ENSG00000102921	N4BP1	3
ENSG00000102931	ARL2BP	19751
ENSG00000102934	PLLP	23276
ENSG00000102967	DHODH	18436
ENSG00000102974	CTCF	10513
ENSG00000102978	POLR2C	13395
ENSG00000103024	NME3	41534
ENSG00000103035	PSMD7	272874
ENSG00000103043	VAC14	12474
ENSG00000103047	TANGO6	207
ENSG00000103051	COG4	14054
ENSG00000103061	SLC7A6OS	340
ENSG00000103064	SLC7A6	4479
ENSG00000103066	PLA2G15	22595
ENSG00000103091	WDR59	7372
ENSG00000103111	MON1B	2220
ENSG00000103121	CMC2	28481
ENSG00000103126	AXIN1	71
ENSG00000103148	NPRL3	512
ENSG00000103150	MLYCD	10556
ENSG00000103152	MPG	10101
ENSG00000103160	HSDL1	28130
ENSG00000103168	TAF1C	1175
ENSG00000103174	NAGPA	8201
ENSG00000103187	COTL1	15166
ENSG00000103194	USP10	33222
ENSG00000103197	TSC2	1247
ENSG00000103202	NME4	1989
ENSG00000103227	LMF1	30839
ENSG00000103245	CIAO3	524
ENSG00000103249	CLCN7	4766
ENSG00000103254	FAM173A	846
ENSG00000103257	SLC7A5	75125
ENSG00000103266	STUB1	24015
ENSG00000103274	NUBP1	52803
ENSG00000103275	UBE2I	427721
ENSG00000103319	EEF2K	5089
ENSG00000103326	CAPN15	74
ENSG00000103335	PIEZO1	60
ENSG00000103342	GSPT1	395798
ENSG00000103353	UBFD1	356409
ENSG00000103356	EARS2	39474
ENSG00000103363	ELOB	271097
ENSG00000103365	GGA2	6223
ENSG00000103381	CPPED1	488231
ENSG00000103479	RBL2	600
ENSG00000103485	QPRT	968191
ENSG00000103490	PYCARD	1049
ENSG00000103495	MAZ	1759
ENSG00000103496	STX4	34753
ENSG00000103502	CDIPT	98518
ENSG00000103507	BCKDK	1558
ENSG00000103510	KAT8	16251
ENSG00000103549	RNF40	10521
ENSG00000103550	KNOP1	4010
ENSG00000103591	AAGAB	2356
ENSG00000103642	LACTB	27006
ENSG00000103653	CSK	32592
ENSG00000103657	HERC1	85
ENSG00000103671	TRIP4	8350
ENSG00000103707	MTFMT	1215
ENSG00000103811	CTSH	17365
ENSG00000103855	CD276	2455
ENSG00000103876	FAH	89590
ENSG00000103932	RPAP1	1895
ENSG00000103942	HOMER2	65
ENSG00000103966	EHD4	23569
ENSG00000103978	TMEM87A	18637
ENSG00000103995	CEP152	120
ENSG00000104047	DTWD1	206
ENSG00000104064	GABPB1	581
ENSG00000104093	DMXL2	73
ENSG00000104129	DNAJC17	7577
ENSG00000104131	EIF3J	256793
ENSG00000104133	SPG11	68
ENSG00000104142	VPS18	3109
ENSG00000104164	BLOC1S6	1193
ENSG00000104177	MYEF2	11880
ENSG00000104205	SGK3	252
ENSG00000104218	CSPP1	19
ENSG00000104231	ZFAND1	130
ENSG00000104267	CA2	2799
ENSG00000104299	INTS9	5266
ENSG00000104312	RIPK2	210
ENSG00000104320	NBN	1898
ENSG00000104324	CPQ	9587
ENSG00000104325	DECR1	190490
ENSG00000104327	CALB1	71
ENSG00000104331	IMPAD1	17002
ENSG00000104356	POP1	9733
ENSG00000104365	IKBKB	3574
ENSG00000104375	STK3	676
ENSG00000104381	GDAP1	36989
ENSG00000104388	RAB2A	261478
ENSG00000104408	EIF3E	170071
ENSG00000104412	EMC2	41011
ENSG00000104413	ESRP1	1649
ENSG00000104419	NDRG1	58177
ENSG00000104435	STMN2	9947
ENSG00000104442	ARMC1	22223
ENSG00000104447	TRPS1	1885
ENSG00000104450	SPAG1	1842
ENSG00000104472	CHRAC1	14806
ENSG00000104517	UBR5	2219
ENSG00000104549	SQLE	71335
ENSG00000104611	SH2D4A	1353
ENSG00000104613	INTS10	2198
ENSG00000104626	ERI1	3205
ENSG00000104635	SLC39A14	233411
ENSG00000104643	MTMR9	20
ENSG00000104660	LEPROTL1	4073
ENSG00000104671	DCTN6	1364
ENSG00000104679	R3HCC1	191
ENSG00000104687	GSR	640369
ENSG00000104689	TNFRSF10A	163
ENSG00000104691	UBXN8	187
ENSG00000104695	PPP2CB	268166
ENSG00000104722	NEFM	203
ENSG00000104731	KLHDC4	428
ENSG00000104738	MCM4	8790
ENSG00000104756	KCTD9	206
ENSG00000104760	FGL1	21181
ENSG00000104763	ASAH1	179508
ENSG00000104774	MAN2B1	25992
ENSG00000104805	NUCB1	73724
ENSG00000104812	GYS1	11511
ENSG00000104833	TUBB4A	947
ENSG00000104852	SNRNP70	212196
ENSG00000104853	CLPTM1	31235
ENSG00000104859	CLASRP	64
ENSG00000104870	FCGRT	6557
ENSG00000104872	PIH1D1	10140
ENSG00000104880	ARHGEF18	2759
ENSG00000104881	PPP1R13L	4505
ENSG00000104884	ERCC2	8151
ENSG00000104886	PLEKHJ1	2
ENSG00000104889	RNASEH2A	1702
ENSG00000104897	SF3A2	133778
ENSG00000104907	TRMT1	23804
ENSG00000104915	STX10	6641
ENSG00000104946	TBC1D17	1907
ENSG00000104957	CCDC130	18
ENSG00000104960	PTOV1	3709
ENSG00000104964	AES	3594
ENSG00000104969	SGTA	310375
ENSG00000104979	C19orf53	19007
ENSG00000104980	TIMM44	108455
ENSG00000105053	VRK3	152
ENSG00000105063	PPP6R1	4928
ENSG00000105122	RASAL3	9
ENSG00000105127	AKAP8	4484
ENSG00000105135	ILVBL	105665
ENSG00000105171	POP4	567
ENSG00000105173	CCNE1	650
ENSG00000105176	URI1	7555
ENSG00000105185	PDCD5	221786
ENSG00000105193	RPS16	2396528
ENSG00000105197	TIMM50	66011
ENSG00000105220	GPI	1018847
ENSG00000105221	AKT2	927
ENSG00000105223	PLD3	63947
ENSG00000105229	PIAS4	1699
ENSG00000105245	NUMBL	245
ENSG00000105248	YJU2	5398
ENSG00000105254	TBCB	124982
ENSG00000105255	FSD1	171
ENSG00000105258	POLR2I	12227
ENSG00000105281	SLC1A5	319278
ENSG00000105287	PRKD2	687
ENSG00000105298	CACTIN	772
ENSG00000105321	CCDC9	4198
ENSG00000105323	HNRNPUL1	79350
ENSG00000105327	BBC3	1158
ENSG00000105329	TGFB1	224
ENSG00000105339	DENND3	11
ENSG00000105341	DMAC2	1575
ENSG00000105355	PLIN3	239394
ENSG00000105357	MYH14	8044
ENSG00000105364	MRPL4	117041
ENSG00000105372	RPS19	1673779
ENSG00000105373	NOP53	11129
ENSG00000105379	ETFB	1783046
ENSG00000105393	BABAM1	15366
ENSG00000105398	SULT2A1	401776
ENSG00000105401	CDC37	300897
ENSG00000105402	NAPA	147311
ENSG00000105404	RABAC1	17170
ENSG00000105426	PTPRS	101
ENSG00000105438	KDELR1	203394
ENSG00000105443	CYTH2	421
ENSG00000105447	GRWD1	31976
ENSG00000105486	LIG1	4940
ENSG00000105514	RAB3D	1695
ENSG00000105518	TMEM205	61528
ENSG00000105552	BCAT2	169
ENSG00000105556	MIER2	173
ENSG00000105568	PPP2R1A	496833
ENSG00000105576	TNPO2	20773
ENSG00000105607	GCDH	46325
ENSG00000105612	DNASE2	10354
ENSG00000105640	RPL18A	1113605
ENSG00000105649	RAB3A	1856
ENSG00000105655	ISYNA1	129726
ENSG00000105656	ELL	55
ENSG00000105669	COPE	220443
ENSG00000105671	DDX49	38015
ENSG00000105676	ARMC6	9254
ENSG00000105677	TMEM147	6066
ENSG00000105698	USF2	1123
ENSG00000105699	LSR	2809
ENSG00000105700	KXD1	674
ENSG00000105701	FKBP8	39544
ENSG00000105705	SUGP1	2573
ENSG00000105723	GSK3A	18119
ENSG00000105726	ATP13A1	27025
ENSG00000105732	ZNF574	828
ENSG00000105738	SIPA1L3	8
ENSG00000105755	ETHE1	66307
ENSG00000105767	CADM4	3345
ENSG00000105771	SMG9	1648
ENSG00000105778	AVL9	4250
ENSG00000105793	GTPBP10	9817
ENSG00000105810	CDK6	61657
ENSG00000105819	PMPCB	109566
ENSG00000105821	DNAJC2	7205
ENSG00000105829	BET1	3006
ENSG00000105835	NAMPT	170565
ENSG00000105849	TWISTNB	17585
ENSG00000105852	PON3	5382
ENSG00000105854	PON2	187400
ENSG00000105875	WDR91	2760
ENSG00000105879	CBLL1	1006
ENSG00000105887	MTPN	225127
ENSG00000105926	MPP6	12529
ENSG00000105928	GSDME	16068
ENSG00000105939	ZC3HAV1	26131
ENSG00000105948	TTC26	111
ENSG00000105953	OGDH	109168
ENSG00000105963	ADAP1	271
ENSG00000105974	CAV1	3662
ENSG00000105976	MET	3603
ENSG00000105983	LMBR1	797
ENSG00000105993	DNAJB6	16355
ENSG00000106009	BRAT1	2509
ENSG00000106049	HIBADH	126303
ENSG00000106052	TAX1BP1	1286
